Outlet_ID,Trade_Spend_Allocation_LKR
OUT_01257,200.0
OUT_01258,200.0
OUT_01259,400.0
OUT_01260,300.0
OUT_01261,100.0
OUT_01262,500.0
OUT_01263,700.0
OUT_01264,100.0
OUT_01265,300.0
OUT_01266,400.0
OUT_01267,2300.0
OUT_01268,300.0
OUT_01269,400.0
OUT_01270,600.0
OUT_01271,0.0
OUT_01272,400.0
OUT_01273,400.0
OUT_01274,200.0
OUT_01275,300.0
OUT_01276,300.0
OUT_01277,0.0
OUT_01278,100.0
OUT_01279,400.0
OUT_01280,300.0
OUT_01281,400.0
OUT_01282,0.0
OUT_01283,100.0
OUT_01284,200.0
OUT_01285,0.0
OUT_01286,200.0
OUT_01287,400.0
OUT_01288,500.0
OUT_01289,300.0
OUT_01290,300.0
OUT_01291,2900.0
OUT_01292,400.0
OUT_01293,200.0
OUT_01294,200.0
OUT_01295,400.0
OUT_01296,200.0
OUT_01297,300.0
OUT_01298,200.0
OUT_01299,4100.0
OUT_01300,200.0
OUT_01301,300.0
OUT_01302,300.0
OUT_01303,200.0
OUT_01304,1900.0
OUT_01305,100.0
OUT_01306,400.0
OUT_01307,400.0
OUT_01308,100.0
OUT_01309,200.0
OUT_01310,200.0
OUT_01311,200.0
OUT_01312,400.0
OUT_01313,300.0
OUT_01314,300.0
OUT_01315,200.0
OUT_01316,4700.0
OUT_01317,300.0
OUT_01318,100.0
OUT_01319,300.0
OUT_01320,100.0
OUT_01321,100.0
OUT_01322,200.0
OUT_01323,400.0
OUT_01324,200.0
OUT_01325,200.0
OUT_01326,400.0
OUT_01327,300.0
OUT_01328,100.0
OUT_01329,200.0
OUT_01330,100.0
OUT_01331,700.0
OUT_01332,200.0
OUT_01333,300.0
OUT_01334,200.0
OUT_01335,100.0
OUT_01336,200.0
OUT_01337,400.0
OUT_01338,700.0
OUT_01339,300.0
OUT_01340,400.0
OUT_01341,100.0
OUT_01342,200.0
OUT_01343,200.0
OUT_01344,200.0
OUT_01345,200.0
OUT_01346,400.0
OUT_01347,200.0
OUT_01348,400.0
OUT_01349,200.0
OUT_01350,300.0
OUT_01351,100.0
OUT_01352,500.0
OUT_01353,100.0
OUT_01354,100.0
OUT_01355,600.0
OUT_01356,300.0
OUT_01357,200.0
OUT_01358,200.0
OUT_01359,200.0
OUT_01360,500.0
OUT_01361,100.0
OUT_01362,5000.0
OUT_01363,100.0
OUT_01364,400.0
OUT_01365,0.0
OUT_01366,300.0
OUT_01367,200.0
OUT_01368,200.0
OUT_01369,700.0
OUT_01370,400.0
OUT_01371,300.0
OUT_01372,300.0
OUT_01373,400.0
OUT_01374,400.0
OUT_01375,2500.0
OUT_01376,4800.0
OUT_01377,400.0
OUT_01378,300.0
OUT_01379,200.0
OUT_01380,100.0
OUT_01381,300.0
OUT_01382,400.0
OUT_01383,400.0
OUT_01384,100.0
OUT_01385,500.0
OUT_01386,400.0
OUT_01387,100.0
OUT_01388,200.0
OUT_01389,500.0
OUT_01390,200.0
OUT_01391,600.0
OUT_01392,300.0
OUT_01393,400.0
OUT_01394,400.0
OUT_01395,300.0
OUT_01396,500.0
OUT_01397,200.0
OUT_01398,200.0
OUT_01399,400.0
OUT_01400,600.0
OUT_01401,400.0
OUT_01402,200.0
OUT_01403,100.0
OUT_01404,200.0
OUT_01405,300.0
OUT_01406,200.0
OUT_01407,200.0
OUT_01408,300.0
OUT_01409,600.0
OUT_01410,500.0
OUT_01411,800.0
OUT_01412,300.0
OUT_01413,400.0
OUT_01414,300.0
OUT_01415,100.0
OUT_01416,100.0
OUT_01417,300.0
OUT_01418,400.0
OUT_01419,200.0
OUT_01420,700.0
OUT_01421,400.0
OUT_01422,300.0
OUT_01423,400.0
OUT_01424,100.0
OUT_01425,200.0
OUT_01426,100.0
OUT_01427,300.0
OUT_01428,200.0
OUT_01429,100.0
OUT_01430,300.0
OUT_01431,400.0
OUT_01432,100.0
OUT_01433,200.0
OUT_01434,200.0
OUT_01435,200.0
OUT_01436,200.0
OUT_01437,500.0
OUT_01438,400.0
OUT_01439,300.0
OUT_01440,4600.0
OUT_01441,200.0
OUT_01442,300.0
OUT_01443,300.0
OUT_01444,300.0
OUT_01445,300.0
OUT_01446,200.0
OUT_01447,500.0
OUT_01448,200.0
OUT_01449,300.0
OUT_01450,400.0
OUT_01451,300.0
OUT_01452,100.0
OUT_01453,400.0
OUT_01454,200.0
OUT_01455,200.0
OUT_01456,300.0
OUT_01457,0.0
OUT_01458,400.0
OUT_01459,200.0
OUT_01460,300.0
OUT_01461,500.0
OUT_01462,200.0
OUT_01463,200.0
OUT_01464,100.0
OUT_01465,200.0
OUT_01466,300.0
OUT_01467,400.0
OUT_01468,200.0
OUT_01469,100.0
OUT_01470,300.0
OUT_01471,4700.0
OUT_01472,4100.0
OUT_01473,500.0
OUT_01474,400.0
OUT_01475,100.0
OUT_01476,400.0
OUT_01477,400.0
OUT_01478,400.0
OUT_01479,200.0
OUT_01480,200.0
OUT_01481,2700.0
OUT_01482,100.0
OUT_01483,300.0
OUT_01484,400.0
OUT_01485,900.0
OUT_01486,200.0
OUT_01487,200.0
OUT_01488,400.0
OUT_01489,100.0
OUT_01490,300.0
OUT_01491,200.0
OUT_01492,200.0
OUT_01493,100.0
OUT_01494,300.0
OUT_01495,400.0
OUT_01496,200.0
OUT_01497,200.0
OUT_01498,200.0
OUT_01499,200.0
OUT_01500,600.0
OUT_01501,200.0
OUT_01502,300.0
OUT_01503,700.0
OUT_01504,400.0
OUT_01505,5300.0
OUT_01506,300.0
OUT_01507,600.0
OUT_01508,200.0
OUT_01509,0.0
OUT_01510,400.0
OUT_01511,100.0
OUT_01512,200.0
OUT_01513,300.0
OUT_01514,4400.0
OUT_01515,300.0
OUT_01516,200.0
OUT_01517,200.0
OUT_01518,300.0
OUT_01519,300.0
OUT_01520,500.0
OUT_01521,300.0
OUT_01522,300.0
OUT_01523,400.0
OUT_01524,300.0
OUT_01525,200.0
OUT_01526,300.0
OUT_01527,600.0
OUT_01528,4700.0
OUT_01529,200.0
OUT_01530,300.0
OUT_01531,100.0
OUT_01532,1900.0
OUT_01533,100.0
OUT_01534,200.0
OUT_01535,200.0
OUT_01536,100.0
OUT_01537,200.0
OUT_01538,100.0
OUT_01539,100.0
OUT_01540,900.0
OUT_01541,200.0
OUT_01542,300.0
OUT_01543,200.0
OUT_01544,100.0
OUT_01545,500.0
OUT_01546,400.0
OUT_01547,300.0
OUT_01548,0.0
OUT_01549,400.0
OUT_01550,400.0
OUT_01551,100.0
OUT_01552,300.0
OUT_01553,300.0
OUT_01554,5200.0
OUT_01555,200.0
OUT_01556,300.0
OUT_01557,5000.0
OUT_01558,100.0
OUT_01559,800.0
OUT_01560,500.0
OUT_01561,400.0
OUT_01562,200.0
OUT_01563,300.0
OUT_01564,100.0
OUT_01565,400.0
OUT_01566,200.0
OUT_01567,4800.0
OUT_01568,200.0
OUT_01569,200.0
OUT_01570,500.0
OUT_01571,200.0
OUT_01572,300.0
OUT_01573,200.0
OUT_01574,100.0
OUT_01575,200.0
OUT_01576,200.0
OUT_01577,400.0
OUT_01578,200.0
OUT_01579,200.0
OUT_01580,200.0
OUT_01581,300.0
OUT_01582,400.0
OUT_01583,300.0
OUT_01584,200.0
OUT_01585,300.0
OUT_01586,100.0
OUT_01587,400.0
OUT_01588,300.0
OUT_01589,300.0
OUT_01590,100.0
OUT_01591,200.0
OUT_01592,300.0
OUT_01593,2100.0
OUT_01594,400.0
OUT_01595,6000.0
OUT_01596,300.0
OUT_01597,200.0
OUT_01598,500.0
OUT_01599,100.0
OUT_01600,0.0
OUT_01601,200.0
OUT_01602,300.0
OUT_01603,200.0
OUT_01604,400.0
OUT_01605,500.0
OUT_01606,100.0
OUT_01607,0.0
OUT_01608,200.0
OUT_01609,200.0
OUT_01610,400.0
OUT_01611,100.0
OUT_01612,100.0
OUT_01613,300.0
OUT_01614,0.0
OUT_01615,400.0
OUT_01616,0.0
OUT_01617,400.0
OUT_01618,300.0
OUT_01619,400.0
OUT_01620,300.0
OUT_01621,900.0
OUT_01622,100.0
OUT_01623,100.0
OUT_01624,4400.0
OUT_01625,300.0
OUT_01626,200.0
OUT_01627,200.0
OUT_01628,0.0
OUT_01629,400.0
OUT_01630,100.0
OUT_01631,0.0
OUT_01632,100.0
OUT_01633,100.0
OUT_01634,600.0
OUT_01635,400.0
OUT_01636,200.0
OUT_01637,200.0
OUT_01638,400.0
OUT_01639,500.0
OUT_01640,4700.0
OUT_01641,3700.0
OUT_01642,100.0
OUT_01643,0.0
OUT_01644,100.0
OUT_01645,300.0
OUT_01646,400.0
OUT_01647,300.0
OUT_01648,200.0
OUT_01649,100.0
OUT_01650,4100.0
OUT_01651,400.0
OUT_01652,300.0
OUT_01653,200.0
OUT_01654,500.0
OUT_01655,100.0
OUT_01656,300.0
OUT_01657,100.0
OUT_01658,200.0
OUT_01659,100.0
OUT_01660,300.0
OUT_01661,300.0
OUT_01662,200.0
OUT_01663,300.0
OUT_01664,100.0
OUT_01665,4400.0
OUT_01666,500.0
OUT_01667,300.0
OUT_01668,100.0
OUT_01669,400.0
OUT_01670,200.0
OUT_01671,400.0
OUT_01672,500.0
OUT_01673,200.0
OUT_01674,300.0
OUT_01675,400.0
OUT_01676,200.0
OUT_01677,100.0
OUT_01678,300.0
OUT_01679,2600.0
OUT_01680,200.0
OUT_01681,400.0
OUT_01682,200.0
OUT_01683,200.0
OUT_01684,100.0
OUT_01685,200.0
OUT_01686,400.0
OUT_01687,200.0
OUT_01688,200.0
OUT_01689,100.0
OUT_01690,300.0
OUT_01691,4700.0
OUT_01692,400.0
OUT_01693,200.0
OUT_01694,700.0
OUT_01695,300.0
OUT_01696,200.0
OUT_01697,400.0
OUT_01698,400.0
OUT_01699,300.0
OUT_01700,0.0
OUT_01701,200.0
OUT_01702,300.0
OUT_01703,100.0
OUT_01704,400.0
OUT_01705,600.0
OUT_01706,100.0
OUT_01707,400.0
OUT_01708,400.0
OUT_01709,200.0
OUT_01710,200.0
OUT_01711,0.0
OUT_01712,4400.0
OUT_01713,100.0
OUT_01714,0.0
OUT_01715,500.0
OUT_01716,3700.0
OUT_01717,100.0
OUT_01718,300.0
OUT_01719,400.0
OUT_01720,200.0
OUT_01721,200.0
OUT_01722,200.0
OUT_01723,200.0
OUT_01724,100.0
OUT_01725,4400.0
OUT_01726,200.0
OUT_01727,200.0
OUT_01728,200.0
OUT_01729,200.0
OUT_01730,300.0
OUT_01731,200.0
OUT_01732,300.0
OUT_01733,400.0
OUT_01734,200.0
OUT_01735,900.0
OUT_01736,4600.0
OUT_01737,600.0
OUT_01738,400.0
OUT_01739,300.0
OUT_01740,700.0
OUT_01741,300.0
OUT_01742,200.0
OUT_01743,100.0
OUT_01744,200.0
OUT_01745,300.0
OUT_01746,300.0
OUT_01747,0.0
OUT_01748,300.0
OUT_01749,700.0
OUT_01750,100.0
OUT_01751,200.0
OUT_01752,300.0
OUT_01753,300.0
OUT_01754,500.0
OUT_01755,400.0
OUT_01756,200.0
OUT_01757,900.0
OUT_01758,500.0
OUT_01759,400.0
OUT_01760,4500.0
OUT_01761,300.0
OUT_01762,300.0
OUT_01763,400.0
OUT_01764,200.0
OUT_01765,400.0
OUT_01766,700.0
OUT_01767,500.0
OUT_01768,200.0
OUT_01769,200.0
OUT_01770,200.0
OUT_01771,400.0
OUT_01772,200.0
OUT_01773,100.0
OUT_01774,300.0
OUT_01775,500.0
OUT_01776,400.0
OUT_01777,100.0
OUT_01778,300.0
OUT_01779,400.0
OUT_01780,400.0
OUT_01781,400.0
OUT_01782,4400.0
OUT_01783,200.0
OUT_01784,200.0
OUT_01785,700.0
OUT_01786,400.0
OUT_01787,200.0
OUT_01788,300.0
OUT_01789,100.0
OUT_01790,200.0
OUT_01791,200.0
OUT_01792,400.0
OUT_01793,200.0
OUT_01794,300.0
OUT_01795,400.0
OUT_01796,400.0
OUT_01797,100.0
OUT_01798,200.0
OUT_01799,400.0
OUT_01800,400.0
OUT_01801,700.0
OUT_01802,500.0
OUT_01803,300.0
OUT_01804,400.0
OUT_01805,200.0
OUT_01806,400.0
OUT_01807,300.0
OUT_01808,200.0
OUT_01809,500.0
OUT_01810,200.0
OUT_01811,100.0
OUT_01812,100.0
OUT_01813,300.0
OUT_01814,200.0
OUT_01815,100.0
OUT_01816,200.0
OUT_01817,300.0
OUT_01818,200.0
OUT_01819,300.0
OUT_01820,500.0
OUT_01821,4400.0
OUT_01822,200.0
OUT_01823,0.0
OUT_01824,200.0
OUT_01825,400.0
OUT_01826,700.0
OUT_01827,600.0
OUT_01828,200.0
OUT_01829,300.0
OUT_01830,400.0
OUT_01831,100.0
OUT_01832,200.0
OUT_01833,300.0
OUT_01834,2000.0
OUT_01835,400.0
OUT_01836,200.0
OUT_01837,400.0
OUT_01838,400.0
OUT_01839,300.0
OUT_01840,100.0
OUT_01841,4000.0
OUT_01842,400.0
OUT_01843,100.0
OUT_01844,300.0
OUT_01845,200.0
OUT_01846,100.0
OUT_01847,500.0
OUT_01848,200.0
OUT_01849,200.0
OUT_01850,300.0
OUT_01851,300.0
OUT_01852,2600.0
OUT_01853,200.0
OUT_01854,700.0
OUT_01855,200.0
OUT_01856,300.0
OUT_01857,300.0
OUT_01858,200.0
OUT_01859,200.0
OUT_01860,400.0
OUT_01861,300.0
OUT_01862,200.0
OUT_01863,200.0
OUT_01864,200.0
OUT_01865,300.0
OUT_01866,100.0
OUT_01867,200.0
OUT_01868,500.0
OUT_01869,4300.0
OUT_01870,300.0
OUT_01871,400.0
OUT_01872,300.0
OUT_01873,400.0
OUT_01874,200.0
OUT_01875,200.0
OUT_01876,300.0
OUT_01877,500.0
OUT_01878,900.0
OUT_01879,4400.0
OUT_01880,300.0
OUT_01881,300.0
OUT_01882,200.0
OUT_01883,0.0
OUT_01884,100.0
OUT_01885,400.0
OUT_01886,100.0
OUT_01887,2700.0
OUT_01888,100.0
OUT_01889,300.0
OUT_01890,200.0
OUT_01891,300.0
OUT_01892,200.0
OUT_01893,400.0
OUT_01894,400.0
OUT_01895,400.0
OUT_01896,300.0
OUT_01897,600.0
OUT_01898,400.0
OUT_01899,700.0
OUT_01900,100.0
OUT_01901,4700.0
OUT_01902,100.0
OUT_01903,4100.0
OUT_01904,200.0
OUT_01905,100.0
OUT_01906,5000.0
OUT_01907,500.0
OUT_01908,600.0
OUT_01909,200.0
OUT_01910,300.0
OUT_01911,300.0
OUT_01912,200.0
OUT_01913,500.0
OUT_01914,200.0
OUT_01915,200.0
OUT_01916,200.0
OUT_01917,300.0
OUT_01918,100.0
OUT_01919,200.0
OUT_01920,0.0
OUT_01921,400.0
OUT_01922,400.0
OUT_01923,300.0
OUT_01924,200.0
OUT_01925,500.0
OUT_01926,600.0
OUT_01927,300.0
OUT_01928,700.0
OUT_01929,500.0
OUT_01930,200.0
OUT_01931,200.0
OUT_01932,200.0
OUT_01933,200.0
OUT_01934,200.0
OUT_01935,100.0
OUT_01936,100.0
OUT_01937,4600.0
OUT_01938,500.0
OUT_01939,200.0
OUT_01940,300.0
OUT_01941,400.0
OUT_01942,400.0
OUT_01943,100.0
OUT_01944,4900.0
OUT_01945,300.0
OUT_01946,400.0
OUT_01947,300.0
OUT_01948,400.0
OUT_01949,100.0
OUT_01950,300.0
OUT_01951,600.0
OUT_01952,100.0
OUT_01953,500.0
OUT_01954,300.0
OUT_01955,400.0
OUT_01956,0.0
OUT_01957,200.0
OUT_01958,200.0
OUT_01959,200.0
OUT_01960,200.0
OUT_01961,700.0
OUT_01962,200.0
OUT_01963,700.0
OUT_01964,400.0
OUT_01965,300.0
OUT_01966,0.0
OUT_01967,1900.0
OUT_01968,300.0
OUT_01969,100.0
OUT_01970,5400.0
OUT_01971,400.0
OUT_01972,100.0
OUT_01973,100.0
OUT_01974,200.0
OUT_01975,400.0
OUT_01976,500.0
OUT_01977,100.0
OUT_01978,100.0
OUT_01979,400.0
OUT_01980,200.0
OUT_01981,300.0
OUT_01982,900.0
OUT_01983,300.0
OUT_01984,900.0
OUT_01985,500.0
OUT_01986,100.0
OUT_01987,200.0
OUT_01988,200.0
OUT_01989,300.0
OUT_01990,300.0
OUT_01991,700.0
OUT_01992,300.0
OUT_01993,0.0
OUT_01994,300.0
OUT_01995,400.0
OUT_01996,700.0
OUT_01997,800.0
OUT_01998,100.0
OUT_01999,600.0
OUT_02000,200.0
OUT_02001,400.0
OUT_02002,200.0
OUT_02003,200.0
OUT_02004,200.0
OUT_02005,200.0
OUT_02006,300.0
OUT_02007,400.0
OUT_02008,300.0
OUT_02009,300.0
OUT_02010,300.0
OUT_02011,0.0
OUT_02012,300.0
OUT_02013,400.0
OUT_02014,1700.0
OUT_02015,200.0
OUT_02016,700.0
OUT_02017,500.0
OUT_02018,200.0
OUT_02019,300.0
OUT_02020,100.0
OUT_02021,200.0
OUT_02022,4900.0
OUT_02023,300.0
OUT_02024,200.0
OUT_02025,5400.0
OUT_02026,400.0
OUT_02027,300.0
OUT_02028,300.0
OUT_02029,200.0
OUT_02030,300.0
OUT_02031,200.0
OUT_02032,200.0
OUT_02033,200.0
OUT_02034,4700.0
OUT_02035,200.0
OUT_02036,100.0
OUT_02037,300.0
OUT_02038,200.0
OUT_02039,400.0
OUT_02040,300.0
OUT_02041,100.0
OUT_02042,100.0
OUT_02043,500.0
OUT_02044,800.0
OUT_02045,300.0
OUT_02046,200.0
OUT_02047,600.0
OUT_02048,300.0
OUT_02049,200.0
OUT_02050,200.0
OUT_02051,500.0
OUT_02052,300.0
OUT_02053,400.0
OUT_02054,2200.0
OUT_02055,200.0
OUT_02056,4400.0
OUT_02057,200.0
OUT_02058,700.0
OUT_02059,500.0
OUT_02060,200.0
OUT_02061,100.0
OUT_02062,200.0
OUT_02063,200.0
OUT_02064,100.0
OUT_02065,300.0
OUT_02066,700.0
OUT_02067,200.0
OUT_02068,600.0
OUT_02069,300.0
OUT_02070,100.0
OUT_02071,0.0
OUT_02072,900.0
OUT_02073,4700.0
OUT_02074,100.0
OUT_02075,200.0
OUT_02076,300.0
OUT_02077,100.0
OUT_02078,5200.0
OUT_02079,200.0
OUT_02080,200.0
OUT_02081,100.0
OUT_02082,400.0
OUT_02083,4400.0
OUT_02084,200.0
OUT_02085,600.0
OUT_02086,400.0
OUT_02087,500.0
OUT_02088,800.0
OUT_02089,400.0
OUT_02090,200.0
OUT_02091,100.0
OUT_02092,400.0
OUT_02093,200.0
OUT_02094,500.0
OUT_02095,200.0
OUT_02096,5100.0
OUT_02097,500.0
OUT_02098,200.0
OUT_02099,300.0
OUT_02100,400.0
OUT_02101,200.0
OUT_02102,200.0
OUT_02103,300.0
OUT_02104,500.0
OUT_02105,100.0
OUT_02106,0.0
OUT_02107,200.0
OUT_02108,0.0
OUT_02109,200.0
OUT_02110,400.0
OUT_02111,100.0
OUT_02112,300.0
OUT_02113,500.0
OUT_02114,200.0
OUT_02115,200.0
OUT_02116,100.0
OUT_02117,300.0
OUT_02118,400.0
OUT_02119,200.0
OUT_02120,200.0
OUT_02121,700.0
OUT_02122,200.0
OUT_02123,200.0
OUT_02124,300.0
OUT_02125,400.0
OUT_02126,100.0
OUT_02127,300.0
OUT_02128,2000.0
OUT_02129,200.0
OUT_02130,0.0
OUT_02131,2500.0
OUT_02132,400.0
OUT_02133,600.0
OUT_02134,300.0
OUT_02135,400.0
OUT_02136,500.0
OUT_02137,300.0
OUT_02138,600.0
OUT_02139,400.0
OUT_02140,200.0
OUT_02141,300.0
OUT_02142,200.0
OUT_02143,500.0
OUT_02144,300.0
OUT_02145,0.0
OUT_02146,700.0
OUT_02147,400.0
OUT_02148,400.0
OUT_02149,100.0
OUT_02150,100.0
OUT_02151,200.0
OUT_02152,4600.0
OUT_02153,400.0
OUT_02154,200.0
OUT_02155,400.0
OUT_02156,200.0
OUT_02157,400.0
OUT_02158,200.0
OUT_02159,200.0
OUT_02160,200.0
OUT_02161,100.0
OUT_02162,300.0
OUT_02163,200.0
OUT_02164,200.0
OUT_02165,100.0
OUT_02166,200.0
OUT_02167,200.0
OUT_02168,200.0
OUT_02169,400.0
OUT_02170,300.0
OUT_02171,0.0
OUT_02172,200.0
OUT_02173,100.0
OUT_02174,0.0
OUT_02175,100.0
OUT_02176,4600.0
OUT_02177,400.0
OUT_02178,100.0
OUT_02179,300.0
OUT_02180,4100.0
OUT_02181,800.0
OUT_02182,200.0
OUT_02183,400.0
OUT_02184,400.0
OUT_02185,400.0
OUT_02186,100.0
OUT_02187,100.0
OUT_02188,200.0
OUT_02189,200.0
OUT_02190,4600.0
OUT_02191,200.0
OUT_02192,200.0
OUT_02193,400.0
OUT_02194,200.0
OUT_02195,200.0
OUT_02196,300.0
OUT_02197,0.0
OUT_02198,100.0
OUT_02199,200.0
OUT_02200,300.0
OUT_02201,500.0
OUT_02202,300.0
OUT_02203,800.0
OUT_02204,400.0
OUT_02205,500.0
OUT_02206,100.0
OUT_02207,700.0
OUT_02208,0.0
OUT_02209,400.0
OUT_02210,200.0
OUT_02211,300.0
OUT_02212,500.0
OUT_02213,100.0
OUT_02214,0.0
OUT_02215,600.0
OUT_02216,300.0
OUT_02217,500.0
OUT_02218,300.0
OUT_02219,400.0
OUT_02220,400.0
OUT_02221,200.0
OUT_02222,300.0
OUT_02223,300.0
OUT_02224,400.0
OUT_02225,0.0
OUT_02226,400.0
OUT_02227,300.0
OUT_02228,200.0
OUT_02229,400.0
OUT_02230,300.0
OUT_02231,100.0
OUT_02232,300.0
OUT_02233,200.0
OUT_02234,100.0
OUT_02235,200.0
OUT_02236,4400.0
OUT_02237,0.0
OUT_02238,400.0
OUT_02239,0.0
OUT_02240,200.0
OUT_02241,100.0
OUT_02242,400.0
OUT_02243,500.0
OUT_02244,300.0
OUT_02245,100.0
OUT_02246,600.0
OUT_02247,200.0
OUT_02248,400.0
OUT_02249,200.0
OUT_02250,100.0
OUT_02251,300.0
OUT_02252,200.0
OUT_02253,300.0
OUT_02254,300.0
OUT_02255,300.0
OUT_02256,300.0
OUT_02257,400.0
OUT_02258,100.0
OUT_02259,200.0
OUT_02260,100.0
OUT_02261,200.0
OUT_02262,200.0
OUT_02263,500.0
OUT_02264,0.0
OUT_02265,300.0
OUT_02266,200.0
OUT_02267,600.0
OUT_02268,0.0
OUT_02269,400.0
OUT_02270,200.0
OUT_02271,100.0
OUT_02272,400.0
OUT_02273,300.0
OUT_02274,100.0
OUT_02275,400.0
OUT_02276,100.0
OUT_02277,300.0
OUT_02278,200.0
OUT_02279,2500.0
OUT_02280,200.0
OUT_02281,100.0
OUT_02282,200.0
OUT_02283,0.0
OUT_02284,200.0
OUT_02285,400.0
OUT_02286,2800.0
OUT_02287,200.0
OUT_02288,300.0
OUT_02289,300.0
OUT_02290,100.0
OUT_02291,400.0
OUT_02292,100.0
OUT_02293,300.0
OUT_02294,0.0
OUT_02295,100.0
OUT_02296,400.0
OUT_02297,200.0
OUT_02298,600.0
OUT_02299,300.0
OUT_02300,100.0
OUT_02301,2300.0
OUT_02302,200.0
OUT_02303,2800.0
OUT_02304,200.0
OUT_02305,500.0
OUT_02306,200.0
OUT_02307,200.0
OUT_02308,2500.0
OUT_02309,200.0
OUT_02310,500.0
OUT_02311,300.0
OUT_02312,200.0
OUT_02313,300.0
OUT_02314,300.0
OUT_02315,100.0
OUT_02316,100.0
OUT_02317,0.0
OUT_02318,300.0
OUT_02319,100.0
OUT_02320,300.0
OUT_02321,200.0
OUT_02322,4100.0
OUT_02323,200.0
OUT_02324,500.0
OUT_02325,200.0
OUT_02326,200.0
OUT_02327,200.0
OUT_02328,200.0
OUT_02329,300.0
OUT_02330,300.0
OUT_02331,200.0
OUT_02332,300.0
OUT_02333,200.0
OUT_02334,500.0
OUT_02335,100.0
OUT_02336,200.0
OUT_02337,100.0
OUT_02338,200.0
OUT_02339,200.0
OUT_02340,300.0
OUT_02341,400.0
OUT_02342,200.0
OUT_02343,300.0
OUT_02344,700.0
OUT_02345,100.0
OUT_02346,300.0
OUT_02347,400.0
OUT_02348,100.0
OUT_02349,200.0
OUT_02350,400.0
OUT_02351,4400.0
OUT_02352,300.0
OUT_02353,300.0
OUT_02354,200.0
OUT_02355,200.0
OUT_02356,0.0
OUT_02357,400.0
OUT_02358,400.0
OUT_02359,300.0
OUT_02360,400.0
OUT_02361,200.0
OUT_02362,400.0
OUT_02363,100.0
OUT_02364,200.0
OUT_02365,300.0
OUT_02366,200.0
OUT_02367,200.0
OUT_02368,200.0
OUT_02369,600.0
OUT_02370,200.0
OUT_02371,4200.0
OUT_02372,100.0
OUT_02373,4300.0
OUT_02374,300.0
OUT_02375,300.0
OUT_02376,100.0
OUT_02377,200.0
OUT_02378,300.0
OUT_02379,300.0
OUT_02380,200.0
OUT_02381,100.0
OUT_02382,200.0
OUT_02383,4800.0
OUT_02384,300.0
OUT_02385,2200.0
OUT_02386,2700.0
OUT_02387,1300.0
OUT_02388,200.0
OUT_02389,100.0
OUT_02390,300.0
OUT_02391,300.0
OUT_02392,300.0
OUT_02393,100.0
OUT_02394,300.0
OUT_02395,100.0
OUT_02396,500.0
OUT_02397,200.0
OUT_02398,200.0
OUT_02399,600.0
OUT_02400,400.0
OUT_02401,5100.0
OUT_02402,400.0
OUT_02403,100.0
OUT_02404,800.0
OUT_02405,700.0
OUT_02406,100.0
OUT_02407,300.0
OUT_02408,200.0
OUT_02409,200.0
OUT_02410,300.0
OUT_02411,300.0
OUT_02412,200.0
OUT_02413,200.0
OUT_02414,200.0
OUT_02415,500.0
OUT_02416,3000.0
OUT_02417,200.0
OUT_02418,2100.0
OUT_02419,400.0
OUT_02420,300.0
OUT_02421,200.0
OUT_02422,4900.0
OUT_02423,200.0
OUT_02424,100.0
OUT_02425,300.0
OUT_02426,200.0
OUT_02427,300.0
OUT_02428,200.0
OUT_02429,400.0
OUT_02430,200.0
OUT_02431,4100.0
OUT_02432,0.0
OUT_02433,300.0
OUT_02434,300.0
OUT_02435,400.0
OUT_02436,2500.0
OUT_02437,4800.0
OUT_02438,0.0
OUT_02439,200.0
OUT_02440,100.0
OUT_02441,100.0
OUT_02442,200.0
OUT_02443,100.0
OUT_02444,500.0
OUT_02445,300.0
OUT_02446,400.0
OUT_02447,200.0
OUT_02448,400.0
OUT_02449,200.0
OUT_02450,300.0
OUT_02451,300.0
OUT_02452,700.0
OUT_02453,400.0
OUT_02454,200.0
OUT_02455,100.0
OUT_02456,200.0
OUT_02457,300.0
OUT_02458,400.0
OUT_02459,4800.0
OUT_02460,200.0
OUT_02461,0.0
OUT_02462,100.0
OUT_02463,200.0
OUT_02464,200.0
OUT_02465,200.0
OUT_02466,200.0
OUT_02467,400.0
OUT_02468,200.0
OUT_02469,300.0
OUT_02470,400.0
OUT_02471,3900.0
OUT_02472,500.0
OUT_02473,100.0
OUT_02474,200.0
OUT_02475,5200.0
OUT_02476,100.0
OUT_02477,300.0
OUT_02478,300.0
OUT_02479,500.0
OUT_02480,200.0
OUT_02481,200.0
OUT_02482,600.0
OUT_02483,0.0
OUT_02484,200.0
OUT_02485,100.0
OUT_02486,200.0
OUT_02487,400.0
OUT_02488,300.0
OUT_02489,200.0
OUT_02490,300.0
OUT_02491,400.0
OUT_02492,200.0
OUT_02493,200.0
OUT_02494,300.0
OUT_02495,300.0
OUT_02496,400.0
OUT_02497,100.0
OUT_02498,500.0
OUT_02499,100.0
OUT_02500,300.0
OUT_02501,2200.0
OUT_02502,400.0
OUT_02503,0.0
OUT_02504,300.0
OUT_02505,400.0
OUT_02506,300.0
OUT_02507,100.0
OUT_02508,400.0
OUT_02509,500.0
OUT_02510,200.0
OUT_02511,200.0
OUT_02512,400.0
OUT_02513,300.0
OUT_02514,500.0
OUT_02515,800.0
OUT_02516,2000.0
OUT_02517,500.0
OUT_02518,100.0
